GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1998:Q1,1998:Q2,1998:Q3,1998:Q4,1999:Q1,1999:Q2,1999:Q3,1999:Q4,2000:Q1,2000:Q2,2000:Q3,2000:Q4,2001:Q1,2001:Q2,2001:Q3,2001:Q4,2002:Q1,2002:Q2,2002:Q3,2002:Q4,2003:Q1,2003:Q2,2003:Q3,2003:Q4,2004:Q1,2004:Q2,2004:Q3,2004:Q4,2005:Q1,2005:Q2,2005:Q3,2005:Q4,2006:Q1,2006:Q2,2006:Q3,2006:Q4,2007:Q1,2007:Q2,2007:Q3,2007:Q4,2008:Q1,2008:Q2,2008:Q3,2008:Q4,2009:Q1,2009:Q2,2009:Q3,2009:Q4,2010:Q1,2010:Q2,2010:Q3,2010:Q4,2011:Q1,2011:Q2,2011:Q3,2011:Q4,2012:Q1,2012:Q2,2012:Q3,2012:Q4,2013:Q1,2013:Q2,2013:Q3,2013:Q4,2014:Q1,2014:Q2,2014:Q3,2014:Q4,2015:Q1,2015:Q2,2015:Q3,2015:Q4,2016:Q1,2016:Q2,2016:Q3,2016:Q4,2017:Q1,2017:Q2,2017:Q3,2017:Q4,2018:Q1,2018:Q2,2018:Q3
 "00000","United States", ,SQINC4,45,"..."," Equals: Net earnings by place of residence","Millions of dollars",4945924.3,5035462.7,5128031.0,5226917.9,5320953.7,5380779.4,5463024.8,5596230.1,5777611.7,5846935.9,5954137.2,6007239.2,6126704.9,6134647.9,6137664.9,6144446.3,6176698.3,6241023.2,6275533.1,6320537.5,6323983.7,6422541.8,6511524.7,6615501.9,6674729.0,6804900.5,6925166.6,6995075.9,7024275.8,7102809.5,7229679.3,7324503.4,7511257.3,7555751.3,7605549.8,7732505.6,7864746.9,7883106.7,7907783.1,7981871.3,8038312.5,8037004.3,8038580.3,8003030.9,7682342.0,7692200.0,7711893.5,7828116.5,7843029.9,8024921.5,8119787.1,8189145.5,8435354.1,8497644.9,8610122.5,8583546.5,8838631.7,8910158.9,8931839.0,9144730.4,9024031.6,9128294.9,9152555.5,9225794.1,9400222.2,9472859.8,9578424.5,9700877.5,9791412.6,9870884.3,9969342.9,10008612.1,10024069.7,10059147.8,10157190.4,10283644.2,10439667.4,10539197.1,10666122.8,10769996.6,10910529.0,10992450.0,11101105.4
 "00000","United States", ,SQINC4,46,"..."," Plus: Dividends, interest, and rent 7/","Millions of dollars",1508380.0,1539276.0,1550744.0,1536128.0,1514008.0,1521360.0,1535132.0,1570188.0,1622932.0,1659864.0,1686200.0,1697260.0,1697452.0,1687236.0,1667292.0,1641652.0,1617412.0,1622256.0,1603524.0,1624908.0,1662412.0,1648564.0,1662580.0,1687584.0,1698924.0,1726616.0,1737452.0,1867436.0,1821624.0,1886128.0,1900020.0,2019900.0,2082836.0,2156792.0,2185356.0,2205052.0,2259324.0,2379056.0,2402628.0,2418040.0,2472808.0,2453800.0,2481740.0,2408504.0,2262228.0,2203516.0,2140612.0,2097548.0,2118400.0,2148088.0,2172140.0,2252000.0,2352900.0,2397392.0,2427864.0,2522472.0,2602340.0,2664572.0,2602868.0,2846440.0,2563752.0,2586664.0,2641812.0,2681920.0,2775664.0,2884696.0,2959500.0,2999140.0,3026476.0,3121752.0,3171632.0,3154424.0,3166476.0,3194648.0,3215956.0,3249288.0,3321420.0,3330484.0,3342400.0,3433184.0,3463729.0,3496920.0,3531253.0
 "00000","United States", ,SQINC4,47,"..."," Plus: Personal current transfer receipts","Millions of dollars",974652.0,981036.0,984476.0,995348.0,1014520.0,1017804.0,1030896.0,1041356.0,1056696.0,1083688.0,1097988.0,1110748.0,1155612.0,1187360.0,1192168.0,1235120.0,1260020.0,1282228.0,1292112.0,1306400.0,1324232.0,1340572.0,1360960.0,1363148.0,1397068.0,1415960.0,1425500.0,1446296.0,1488076.0,1512612.0,1528264.0,1537892.0,1588292.0,1602804.0,1628296.0,1635864.0,1706664.0,1710320.0,1732640.0,1762636.0,1802888.0,2148360.0,1941364.0,1927716.0,2039652.0,2178568.0,2176280.0,2192272.0,2303192.0,2311056.0,2336104.0,2350116.0,2361768.0,2361576.0,2352044.0,2359228.0,2340336.0,2362784.0,2364696.0,2384136.0,2403440.0,2416156.0,2434472.0,2443120.0,2474044.0,2526460.0,2567384.0,2593288.0,2643092.0,2680536.0,2696452.0,2711920.0,2746604.0,2769712.0,2788496.0,2807288.0,2834164.0,2841608.0,2875232.0,2887524.0,2933900.0,2965794.0,2995352.0
 "00000","United States", ,SQINC4,50,"..."," Wages and salaries","Millions of dollars",4070132.0,4141016.0,4213416.0,4285320.0,4363620.0,4408260.0,4472112.0,4583084.0,4752344.0,4779100.0,4869836.0,4893780.0,4975720.0,4957672.0,4932664.0,4934448.0,4942508.0,4995032.0,5009028.0,5023920.0,5023308.0,5096500.0,5163824.0,5251280.0,5270120.0,5376828.0,5488424.0,5531840.0,5571976.0,5635204.0,5735212.0,5811200.0,5966500.0,6007024.0,6055656.0,6176248.0,6339388.0,6366956.0,6393680.0,6471304.0,6538004.0,6529364.0,6542980.0,6514048.0,6219116.0,6247032.0,6229276.0,6270540.0,6223900.0,6351576.0,6413760.0,6464236.0,6567036.0,6597652.0,6671172.0,6627152.0,6826000.0,6866336.0,6896356.0,7083972.0,7034492.0,7093744.0,7103744.0,7187164.0,7364592.0,7399504.0,7486012.0,7612624.0,7727524.0,7820332.0,7894064.0,7948684.0,7975168.0,8018728.0,8100452.0,8203572.0,8318844.0,8389800.0,8500900.0,8582272.0,8704649.0,8764683.0,8858761.0
 "00000","United States", ,SQINC4,60,"..."," Supplements to wages and salaries","Millions of dollars",864624.0,880320.0,894908.0,908180.0,919784.0,932040.0,947756.0,969256.0,995128.0,1010128.0,1030076.0,1043132.0,1067944.0,1076744.0,1085804.0,1097164.0,1111996.0,1127832.0,1141548.0,1162988.0,1182024.0,1201376.0,1220164.0,1239380.0,1262052.0,1282984.0,1306172.0,1323584.0,1346712.0,1362740.0,1379328.0,1390096.0,1403284.0,1410380.0,1420440.0,1437588.0,1457244.0,1469836.0,1482640.0,1498596.0,1510408.0,1517096.0,1522000.0,1520624.0,1499304.0,1501816.0,1503504.0,1512088.0,1528236.0,1543612.0,1553200.0,1560728.0,1585896.0,1591176.0,1598560.0,1596164.0,1613028.0,1620772.0,1633080.0,1662124.0,1681944.0,1709844.0,1725968.0,1739412.0,1750672.0,1757100.0,1771560.0,1792968.0,1812948.0,1832060.0,1845196.0,1852852.0,1851136.0,1858188.0,1872424.0,1892660.0,1917220.0,1937192.0,1957600.0,1973476.0,1992396.0,2004947.0,2020374.0
 "00000","United States", ,SQINC4,61,"...","  Employer contributions for employee pension and insurance funds 8/","Millions of dollars",564684.0,575936.0,585860.0,594528.0,602060.0,611852.0,624228.0,639284.0,655068.0,669176.0,682496.0,692820.0,710676.0,719304.0,728920.0,738964.0,750924.0,762400.0,774616.0,794560.0,808716.0,822292.0,835840.0,848668.0,863932.0,877552.0,893032.0,908104.0,926332.0,938840.0,949104.0,955180.0,960356.0,965832.0,974156.0,984944.0,998252.0,1010744.0,1022444.0,1032968.0,1041392.0,1047428.0,1049920.0,1048652.0,1044064.0,1043192.0,1046472.0,1053736.0,1064956.0,1074912.0,1083240.0,1090068.0,1096028.0,1100296.0,1103264.0,1104884.0,1105904.0,1111672.0,1122760.0,1139104.0,1162464.0,1184848.0,1200048.0,1208216.0,1210724.0,1215900.0,1224916.0,1237644.0,1252940.0,1265208.0,1273176.0,1276748.0,1277364.0,1281464.0,1290316.0,1303748.0,1321420.0,1336728.0,1349768.0,1360464.0,1370237.0,1378932.0,1388491.0
 "00000","United States", ,SQINC4,62,"...","  Employer contributions for government social insurance","Millions of dollars",299940.0,304384.0,309048.0,313652.0,317724.0,320188.0,323528.0,329972.0,340060.0,340952.0,347580.0,350312.0,357268.0,357440.0,356884.0,358200.0,361072.0,365432.0,366932.0,368428.0,373308.0,379084.0,384324.0,390712.0,398120.0,405432.0,413140.0,415480.0,420380.0,423900.0,430224.0,434916.0,442928.0,444548.0,446284.0,452644.0,458992.0,459092.0,460196.0,465628.0,469016.0,469668.0,472080.0,471972.0,455240.0,458624.0,457032.0,458352.0,463280.0,468700.0,469960.0,470660.0,489868.0,490880.0,495296.0,491280.0,507124.0,509100.0,510320.0,523020.0,519480.0,524996.0,525920.0,531196.0,539948.0,541200.0,546644.0,555324.0,560008.0,566852.0,572020.0,576104.0,573772.0,576724.0,582108.0,588912.0,595800.0,600464.0,607832.0,613012.0,622159.0,626015.0,631883.0
 "00000","United States", ,SQINC4,70,"..."," Proprietors' income 9/","Millions of dollars",619693.1,632079.1,647449.9,670918.0,684176.9,692694.8,702701.7,716682.6,722557.9,752572.8,762262.7,784054.6,811626.7,829587.7,847784.5,844005.1,861517.4,865864.0,875479.7,886806.9,878010.1,894607.4,907298.4,916888.1,947651.5,964651.5,965689.6,980535.5,959623.4,967119.1,990668.1,1008713.5,1050616.0,1052388.0,1048069.2,1050914.8,1019780.1,999573.9,988038.8,980099.2,969746.1,972612.1,961007.9,955941.9,919325.8,905184.3,938458.1,1008139.8,1059801.8,1109477.6,1135418.1,1148846.5,1189417.3,1218505.8,1258485.2,1272895.7,1334902.8,1362804.4,1345074.6,1363078.3,1392761.9,1422283.5,1423617.1,1410937.6,1421768.6,1455818.8,1471158.6,1462646.0,1433465.1,1414612.2,1436667.3,1422039.4,1418567.2,1409431.5,1422736.6,1439860.7,1479154.4,1497891.1,1508667.8,1526622.7,1552091.2,1570304.6,1582177.8
 "00000","United States", ,SQINC4,71,"...","  Farm proprietors' income","Millions of dollars",30153.1,28847.1,29029.9,35306.0,35876.9,30798.8,29113.7,27230.6,28673.9,34668.8,33322.7,35318.6,35966.7,34451.7,34732.5,32185.1,19813.4,14964.0,24371.7,31210.9,31718.1,39479.4,41482.4,42564.1,58099.5,56787.5,48405.6,53211.5,49955.4,54343.1,52372.1,44545.5,35544.0,34004.0,33085.2,33078.8,45436.1,39821.9,39830.8,47247.2,55490.1,50156.1,37439.9,33313.9,26305.8,27404.3,32034.1,43483.8,35581.8,40517.6,46646.1,51910.5,76385.3,67953.8,70873.2,66559.7,71214.8,64720.4,60502.6,63702.3,99385.9,105623.5,104961.1,78629.6,71168.6,84058.8,71482.6,74562.0,56489.1,59868.2,67407.3,61091.4,44131.2,46131.5,40684.6,32296.7,46370.4,44483.1,37455.8,35902.7,37000.2,38446.6,30381.8
 "00000","United States", ,SQINC4,72,"...","  Nonfarm proprietors' income","Millions of dollars",589540.0,603232.0,618420.0,635612.0,648300.0,661896.0,673588.0,689452.0,693884.0,717904.0,728940.0,748736.0,775660.0,795136.0,813052.0,811820.0,841704.0,850900.0,851108.0,855596.0,846292.0,855128.0,865816.0,874324.0,889552.0,907864.0,917284.0,927324.0,909668.0,912776.0,938296.0,964168.0,1015072.0,1018384.0,1014984.0,1017836.0,974344.0,959752.0,948208.0,932852.0,914256.0,922456.0,923568.0,922628.0,893020.0,877780.0,906424.0,964656.0,1024220.0,1068960.0,1088772.0,1096936.0,1113032.0,1150552.0,1187612.0,1206336.0,1263688.0,1298084.0,1284572.0,1299376.0,1293376.0,1316660.0,1318656.0,1332308.0,1350600.0,1371760.0,1399676.0,1388084.0,1376976.0,1354744.0,1369260.0,1360948.0,1374436.0,1363300.0,1382052.0,1407564.0,1432784.0,1453408.0,1471212.0,1490720.0,1515091.0,1531858.0,1551796.0
 "01000","Alabama",5,SQINC4,10,"...","Personal income (millions of dollars, seasonally adjusted)","Millions of dollars",98520.2,99529.6,100560.3,101714.1,102329.8,102649.9,103911.5,105252.9,106611.9,108344.0,108758.4,110310.8,111338.1,112553.3,112493.6,112863.6,113340.0,114912.1,115627.9,116784.3,118372.0,119085.2,120704.3,122678.1,125078.6,127673.7,129710.9,132216.4,133046.8,135317.5,136691.3,139805.6,142566.1,144498.2,145608.8,146983.8,150046.0,151868.9,152744.2,154183.5,155133.6,162027.1,157165.1,155592.3,153384.9,156168.1,155543.0,155922.7,158384.9,161022.3,163819.3,164635.6,166514.6,166955.8,168288.0,168944.0,170979.2,172596.7,171002.8,175132.8,173252.0,173802.0,175038.8,174382.1,176344.4,179179.4,181574.5,183782.9,185215.1,186911.0,188664.9,188415.4,189479.4,190393.9,191047.9,193043.6,196506.6,197935.8,199399.3,201824.0,204286.2,205566.4,207289.5
 "01000","Alabama",5,SQINC4,11,"..."," Nonfarm personal income 1/","Millions of dollars",97405.6,98513.6,99596.8,100544.6,100737.5,101423.4,102770.0,104266.9,105777.2,107346.4,107801.8,109292.6,109968.6,111191.2,111161.6,111408.3,112432.1,114012.1,114642.7,115672.8,117107.1,117750.6,119375.4,121408.5,123239.4,125911.1,127989.8,130360.9,131370.1,133590.4,135010.9,138207.8,141519.6,143459.8,144601.3,146065.2,149132.6,151057.5,151944.1,153456.0,154094.9,161117.8,156462.2,154882.7,152552.8,155322.7,154625.8,154913.3,157778.9,160261.7,162965.8,163819.1,165990.3,166600.0,167960.0,168689.8,170062.9,171864.3,170448.3,174635.2,171581.2,172015.2,172117.5,172766.7,175096.9,177761.9,180212.4,182331.2,183790.1,185438.1,187153.8,187221.2,188608.1,189520.9,190313.6,192437.2,195260.0,196644.3,198221.7,200625.8,202616.0,203865.6,205806.2
 "01000","Alabama",5,SQINC4,12,"..."," Farm income 2/","Millions of dollars",1114.6,1015.9,963.5,1169.5,1592.3,1226.5,1141.5,986.0,834.7,997.6,956.5,1018.1,1369.5,1362.1,1332.0,1455.4,907.9,900.0,985.2,1111.5,1264.8,1334.6,1328.9,1269.5,1839.2,1762.6,1721.1,1855.5,1676.6,1727.1,1680.4,1597.8,1046.6,1038.4,1007.5,918.6,913.4,811.4,800.0,727.5,1038.7,909.3,702.9,709.6,832.1,845.3,917.2,1009.4,605.9,760.6,853.5,816.5,524.3,355.8,328.0,254.2,916.3,732.4,554.5,497.6,1670.8,1786.8,2921.4,1615.4,1247.5,1417.6,1362.1,1451.6,1425.1,1472.9,1511.1,1194.2,871.3,873.0,734.3,606.4,1246.6,1291.5,1177.6,1198.3,1670.2,1700.7,1483.3
 "01000","Alabama",5,SQINC4,20,"...","Population (midperiod, persons) 3/","Number of persons",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),4777056,4782812,4787958,4792034,4794518,4796958,4801140,4805606,4809008,4812069,4816603,4821092,4823284,4825800,4829798,4833874,4836245,4838522,4842326,4846127,4847685,4849499,4852803,4856140,4857418,4859181,4862950,4867344,4870016,4872773,4877260,4881664,4884193,4886924,4891258
 "01000","Alabama",5,SQINC4,30,"...","Per capita personal income (dollars) 4/","Dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),33155,33667,34215,34356,34730,34805,35052,35156,35554,35867,35503,36326,35920,36015,36241,36075,36463,37032,37497,37924,38207,38542,38878,38799,39008,39182,39286,39661,40350,40621,40883,41343,41826,42065,42380
 "01000","Alabama",5,SQINC4,35,"..."," Earnings by place of work","Millions of dollars",70977.9,71520.2,72443.4,73718.1,74505.0,74728.3,75770.3,76712.9,77157.5,77986.0,77794.9,78975.8,79499.1,80371.8,80833.1,80531.5,81052.1,82419.5,83273.8,83838.6,84711.5,85172.7,86155.6,87594.0,89052.1,90883.9,92449.9,93877.1,94615.9,96184.4,97143.4,99368.4,100755.6,101945.5,102561.3,103627.7,104984.0,105354.0,105524.9,106392.1,106470.6,106395.4,106231.9,105762.2,103023.7,104246.4,104476.6,104991.6,104865.6,106928.4,108620.0,107778.8,109029.6,109177.3,110798.6,110205.0,112473.2,112878.3,111646.3,113644.7,115346.4,116021.7,116710.2,115833.4,117076.5,118474.8,119742.8,121213.7,121912.6,122644.2,124131.7,123847.7,124245.8,124732.3,125002.8,126896.2,129417.5,130281.1,130945.6,132516.1,134517.3,135225.9,136344.3
 "01000","Alabama",5,SQINC4,36,"..."," Less: Contributions for government social insurance 5/","Millions of dollars",8112.6,8163.5,8265.4,8371.1,8463.9,8522.8,8640.0,8744.8,8832.6,8871.4,8849.9,8991.4,9109.2,9202.0,9248.9,9196.5,9326.5,9475.8,9556.0,9579.5,9726.5,9762.8,9852.1,9980.6,10084.3,10259.5,10423.6,10559.7,10754.4,10926.2,11018.0,11259.0,11481.3,11626.1,11708.7,11851.9,12107.1,12170.5,12228.2,12388.4,12571.6,12605.6,12643.8,12603.0,12247.2,12379.4,12352.9,12362.8,12536.6,12727.0,12869.1,12707.1,11613.1,11575.5,11737.9,11659.0,11831.6,11906.5,11793.4,12008.7,13662.4,13743.5,13678.2,13699.1,13909.5,13997.0,14111.7,14275.4,14406.8,14498.7,14649.6,14643.4,14703.0,14757.3,14780.7,14988.2,15244.7,15330.4,15412.1,15587.0,15859.6,15925.0,16066.9
